time,delta_f,P_BESS,P_Wind,SoH,Shortfall
0,0,0,0,1,0
0.1,3.8523434925386e-05,2.44788210754576e-07,2.55855152818474e-05,0.999999999999562,0
0.2,0.000107399125964802,4.5241024646321e-06,0.00014042080967663,0.999999999982102,0
0.3,0.000324518075939251,2.29761367574386e-05,0.000466931682875225,0.999999999863151,0
0.4,0.000820627987907496,8.27666548779161e-05,0.00139286680788596,0.99999999938851,0
0.5,0.00164106555021748,0.000252422971225666,0.00351020359823652,0.99999999784584,0
0.6,0.00270720168429328,0.000658317946689434,0.00735879252291785,0.99999999355313,0
0.7,0.00385677383712979,0.00147676421865706,0.0131606787009087,0.999999983297224,0
0.8,0.00492935979037878,0.00290244964684023,0.0207147711992583,0.999999961977653,0
0.9,0.00584152424110695,0.00510886845119483,0.0295045648468385,0.999999922622582,0
1,0.00661000388679778,0.00822019658104832,0.0389401132823928,0.999999856757365,0
1.1,0.00731646859323254,0.0123060046937027,0.0485876853361433,0.999999754944108,0
1.2,0.00804158902678043,0.0173965530454128,0.0582654919145238,0.999999607263892,0
1.3,0.0088104997822247,0.0235057218319101,0.0679753924955536,0.99999940359491,0
1.4,0.00958007308564657,0.0306466710445651,0.0777383837336669,0.999999133687152,0
1.5,0.0102700380250675,0.0388321682930501,0.0874482826242339,0.999998787154826,0
1.6,0.010813596590703,0.0480621030544935,0.0968314784410423,0.999998353535677,0
1.7,0.0111946433230037,0.0583083212271767,0.105525204425967,0.999997822498273,0
1.8,0.0114510623824282,0.0695074213341653,0.113213744944607,0.999997184168155,0
1.9,0.0116465957160694,0.0815661840237767,0.119734949050814,0.999996429463295,0
2,0.0118320891606238,0.0943762933071537,0.125098356738069,0.999995550323231,0
2.1,0.0120202770675815,0.107830006179691,0.129416079909624,0.999994539778756,0
2.2,0.0121868772613332,0.121828993231444,0.13279842061207,0.999993391894283,0
2.3,0.0122935168211713,0.1362836003275,0.135279332872567,0.999992101670055,0
2.4,0.0123158615224772,0.151105689723862,0.136809943262093,0.999990664988347,0
2.5,0.0122596245201667,0.166201421639208,0.137312921388792,0.99998907863701,0
2.6,0.012156645791056,0.181469344432709,0.136755720535319,0.999987340381676,0
2.7,0.0120459919167593,0.196805147529684,0.135195396340037,0.999985449022928,0
2.8,0.0119531538237683,0.212110171198888,0.132770881061917,0.999983404383478,0
2.9,0.0118797929945125,0.227298796771093,0.12965280706038,0.999981207211867,0
3,0.0118086240840809,0.242301009710449,0.125984684145668,0.999978859034525,0
3.1,0.0117184984201768,0.257059629212233,0.121849894195475,0.999976362009888,0
