time,delta_f,P_BESS,P_Wind,SoH,Shortfall
133,0.37404160084093,18.7200409117073,0.0298527314187761,0.741698473763007,-0.000940158974838567
134,0.373577651159357,18.696629353714,0.0297082133038452,0.73982764178755,-0.000932776453392847
135,0.373117267667195,18.6734015513732,0.0295606282323197,0.737959141766688,-0.000925458372236676
136,0.372660423025312,18.6503559048566,0.0294102056718026,0.73609295540503,-0.000918203841727916
137,0.372207090102222,18.6274908362404,0.0292571631531007,0.734229064566071,-0.000911011998876887
138,0.371757241968151,18.6048047888466,0.0291017068498577,0.732367451270029,-0.000903882006564771
139,0.371310851912349,18.5822962266167,0.0289440321529308,0.730508097691754,-0.000896813052573719
140,0.370867893424887,18.5599636335133,0.0287843242378518,0.728650986158695,-0.000889804347103507
141,0.370428340193824,18.5378055129521,0.0286227585309265,0.726796099148929,-0.000882855123187198
142,0.369992166116379,18.5158203872553,0.0284595012064502,0.72494341928924,-0.000875964635703497
143,0.369559345290266,18.4940067971216,0.0282947096863448,0.72309292935326,-0.000869132158999975
144,0.369129852004924,18.4723633011429,0.0281285330273426,0.721244612259648,-0.000862356987365587
145,0.368703660755465,18.4508884753189,0.027961112366613,0.719398451070332,-0.000855638433918671
146,0.368280746228006,18.4295809126017,0.0277925813245389,0.71755442898879,-0.00084897582901533
147,0.36786108330582,18.4084392224678,0.0276230663701847,0.715712529358371,-0.000842368520046932
148,0.367444647059162,18.3874620304976,0.0274526871558392,0.713872735660672,-0.000835815871525369
149,0.367031412755964,18.3666479779635,0.0272815568952905,0.712035031513942,-0.000829317263200124
150,0.366621355851726,18.3459957214689,0.0271097826982917,0.710199400671532,-0.000822872088743765
151,0.36621445198437,18.3255039325771,0.0269374658045358,0.708365827020384,-0.000816479757688171
152,0.365810676990869,18.3051712974466,0.0267647019489689,0.70653429457955,-0.000810139692834611
153,0.365410006880845,18.2849965165102,0.0265915816152858,0.704704787498749,-0.000803851329624905
154,0.365012417853616,18.2649783041454,0.0264181902988874,0.702877290056959,-0.000797614116333278
155,0.364617886291579,18.2451153883717,0.0262446087487466,0.701051786661033,-0.000791427513544107
156,0.364226388752947,18.2254065105484,0.0260709132116693,0.699228261844355,-0.000785290993434273
157,0.363837901981112,18.2058504250887,0.0258971756630414,0.697406700265516,-0.000779204039460524
158,0.363452402895276,18.186445899193,0.0257234640363124,0.695587086707025,-0.00077316614503431
159,0.363069868585458,18.1671917125841,0.025549842377132,0.693769406074043,-0.000767176814921555
160,0.362690276330346,18.1480866572403,0.025376371087485,0.691953643393144,-0.000761235563658147
161,0.362313603570297,18.129129537179,0.0252031071144152,0.6901397838111,-0.000755341914061347
162,0.361939827922325,18.1103191682132,0.025030104084298,0.688327812593689,-0.000749495398963518
163,0.36156892717385,18.0916543777183,0.0248574124736858,0.686517715124528,-0.00074369556070053
164,0.361200879284801,18.0731340044251,0.0246850798202665,0.684709476903927,-0.000737941948791843
165,0.36083566238298,18.0547568982132,0.0245131508174862,0.682903083547764,-0.000732234121528563
166,0.360473254760557,18.0365219199067,0.0243416674861325,0.68109852078638,-0.00072657164484724
167,0.360113634875942,18.0184279410805,0.0241706692905334,0.679295774463494,-0.000720954092574999
168,0.359756781355891,18.0004738438819,0.0240001932885779,0.67749483053514,-0.000715381045630181
169,0.359402672986386,17.9826585208473,0.0238302742501919,0.675695675068612,-0.00070985209168839
170,0.359051288719658,17.964980874723,0.0236609447558351,0.673898294241442,-0.000704366825900138
171,0.35870260766504,17.9474398183075,0.0234922353348761,0.672102674340381,-0.000698924849274363
172,0.358356609091404,17.9300342742921,0.023324174558581,0.670308801760407,-0.000693525769065673
173,0.358013272430824,17.9127631750983,0.0231567891169065,0.668516663003738,-0.000688169199712263
174,0.357672577267049,17.8956254627298,0.0229901039588401,0.666726244678871,-0.000682854760455598
175,0.357334503345041,17.8786200886255,0.0228241423526518,0.664937533499629,-0.000677582076772154
176,0.356999030557609,17.8617460135297,0.0226589259894306,0.663150516284227,-0.000672350778970099
177,0.356666138954947,17.8450022073426,0.022494475028423,0.661365179954344,-0.000667160503905251
178,0.356335808742858,17.8283876489902,0.0223308082169053,0.659581511534216,-0.000662010893044851
179,0.356008020275667,17.8119013263023,0.022167942964252,0.657799498149744,-0.000656901592225978
180,0.3556827540523,17.7955422358951,0.0220058953645952,0.656019127027603,-0.000651832253126372
181,0.355359990730253,17.7793093830324,0.0218446803139262,0.654240385494373,-0.000646802531722557
182,0.355039711109661,17.7632017815266,0.0216843115489942,0.65246326097568,-0.000641812088570504
183,0.354721896135979,17.7472184536167,0.0215248017106682,0.650687740995345,-0.000636860588805632
184,0.354406526904244,17.7313584298633,0.0213661624163995,0.64891381317455,-0.00063194770135766
185,0.354093584648313,17.7156207490439,0.0212084042743742,0.647141465231008,-0.000627073100275766
186,0.35378305075433,17.7000044580363,0.0210515369814238,0.64537068497815,-0.00062223646320092
187,0.353474906739287,17.6845086117354,0.0208955693552122,0.643601460324315,-0.000617437471326809
188,0.353169134271264,17.6691322729445,0.0207405093686722,0.641833779271959,-0.000612675810316432
189,0.352865715152184,17.6538745122852,0.0205863642045108,0.640067629916864,-0.000607951169360632
190,0.352564631323921,17.6387344081028,0.0204331402967229,0.638303000447364,-0.000603263241366392
191,0.352265864869489,17.6237110463728,0.0202808433682569,0.636539879143574,-0.000598611722956832
192,0.351969398006241,17.6088035206204,0.020129478481253,0.634778254376638,-0.000593996313750011
193,0.351675213085162,17.5940109318255,0.0199790500545797,0.633018114607969,-0.000589416717073021
194,0.351383292597951,17.5793323883465,0.0198295618985968,0.631259448388515,-0.00058487263990159
195,0.351093619166215,17.5647670058345,0.0196810172732217,0.629502244358021,-0.000580363791772953
196,0.350806175542645,17.550313907154,0.0195334188791287,0.627746491244309,-0.000575889886068381
197,0.350520944615179,17.5359722223018,0.0193867689318003,0.625992177862554,-0.000571450638581439
198,0.350237909400447,17.5217410883406,0.0192410691575815,0.624239293114578,-0.000567045768317342
199,0.349957053045785,17.5076196493169,0.0190963208180881,0.622487825988149,-0.000562674997674151
200,0.349678358827427,17.4936070561844,0.0189525247619371,0.620737765556282,-0.000558338051462215
201,0.349401810148381,17.4797024667423,0.0188096814209956,0.618989100976554,-0.000554034657575642
202,0.349127390537118,17.4659050455567,0.0186677908592362,0.617241821490425,-0.000549764546267539
203,0.3488550836522,17.4522139638979,0.018526852762198,0.61549591642256,-0.000545527451183858
204,0.348584873272917,17.438628399673,0.0183868664900314,0.613751375180167,-0.000541323108013358
205,0.348316743306981,17.4251475373573,0.0182478310786841,0.612008187252334,-0.000537151255308288
206,0.348050677778983,17.4117705679286,0.0181097452538316,0.610266342209373,-0.000533011634320957
207,0.347786660840366,17.3984966888072,0.017972607474999,0.60852582970218,-0.000528903988236351
208,0.347524676759264,17.3853251037944,0.0178364159100827,0.606786639461586,-0.000524828063479532
209,0.347264709931194,17.3722550230108,0.0177011684966428,0.605048761297726,-0.000520783608237707
210,0.347006744864042,17.359285662835,0.0175668629126252,0.603312185099411,-0.000516770373774733
211,0.346750766186177,17.346416245845,0.0174334966459633,0.601576900833501,-0.000512788112505547
212,0.346496758644999,17.3336460007606,0.0173010669316579,0.599842898544295,-0.000508836580792149
213,0.346244707103571,17.3209741623908,0.0171695708581006,0.598110168352911,-0.000504915535312733
214,0.345994596540433,17.3083999715688,0.0170390052662932,0.596378700456686,-0.000501024737413758
215,0.345746412047598,17.2959226750973,0.0169093668957077,0.594648485128574,-0.000497163947937196
216,0.345500138835486,17.28354152572,0.0167806522920974,0.592919512716553,-0.000493332931029045
217,0.345255762217206,17.2712557820382,0.0166528578237195,0.591191773643032,-0.000489531453709446
218,0.345013267633382,17.2590647084495,0.0165259797398401,0.58946525840427,-0.000485759284810428
219,0.344772640623642,17.2469675751384,0.0164000141825053,0.587739957569795,-0.000482016193714685
220,0.344533866843855,17.2349636579934,0.0162749571371797,0.586015861781833,-0.000478301953400262
221,0.344296932057453,17.2230522385747,0.0161508044785194,0.584292961754737,-0.000474616338376421
222,0.344061822139641,17.2112326040459,0.0160275519769801,0.582571248274422,-0.000470959125451031
223,0.343828523065914,17.1995040471295,0.0159051953057225,0.580850712197809,-0.000467330092938312
224,0.343597020931463,17.187865866062,0.0157837300598356,0.579131344452271,-0.000463729020832915
225,0.343367301924663,17.1763173645726,0.0156631517479218,0.577413136035082,-0.00046015569061808
226,0.343139352350069,17.1648578518052,0.0155434557622689,0.575696078012872,-0.000456609887447001
227,0.342913158610442,17.1534866422624,0.0154246374439713,0.573980161521088,-0.00045309139741434
228,0.342688707216021,17.1422030557871,0.0153066921025364,0.572265377763459,-0.000449600007101481
229,0.342465984784762,17.1165593274904,0.0296367052519205,0.570551977583012,0.0140009540698571
230,0.342244978007827,17.0652865970531,0.0696828622383254,0.568842886568437,0.0541667631132299
231,0.34202567371992,17.0141674543105,0.109661903872723,0.567138915143683,0.0942645717842083
232,0.341808058847459,16.9632014391898,0.149573626348662,0.565440047972994,0.134294181247878
233,0.341592120389117,16.9123880929966,0.189417829232487,0.563746269766555,0.174255396412537
234,0.341377845468166,16.8617269584105,0.229194315665916,0.562057565280349,0.214148025742137
235,0.341165221299938,16.8112175794808,0.268902892468682,0.560373919316027,0.253971881311454
236,0.340954235194357,16.7608595016228,0.308543370059556,0.558695316720761,0.293726778809976
237,0.340744874568244,16.7106522716136,0.348115562425202,0.557021742387118,0.333412537519745
238,0.34053712692137,16.6605954375875,0.387619287087654,0.555353181252918,0.373028980277603
239,0.340330979855374,16.6106885490329,0.427054365033905,0.553689618301098,0.412575933416704
240,0.340126421067433,16.5609311567875,0.466420620711584,0.552031038559582,0.452053226752962
241,0.339923438352846,16.5113228130342,0.505717882015858,0.55037742710114,0.491460693535736
242,0.339722019591765,16.4618630712977,0.544945980260487,0.548728769043258,0.530798170438853
243,0.339522152759503,16.4125514864401,0.584104750052141,0.547085049548002,0.570065497489345
